Player,Team,Year,Salary,Protection Status
Damiris Dantas ,Indiana Fever,2025,"$100,000.00",Temporary Suspension
Sydney Colson,Indiana Fever,2025,"$90,000.00",Unprotected
Lexie Hull,Indiana Fever,2025,"$88,261.00",Protected Rookie Scale
Brianna Turner ,Indiana Fever,2025,"$85,000.00",Unprotected
Aliyah Boston,Indiana Fever,2025,"$83,371.00",Unprotected
Kristy Wallace,Indiana Fever,2025,N/A,Full-season Suspension
Caitlin Clark,Indiana Fever,2025,"$78,066.00",Unprotected
Makayla Timpson,Indiana Fever,2025,"$69,267.00",Unprotected
Aari McDonald ,Indiana Fever,2025,"$52,333.00",Unprotected
Katie Lou Samuelson ,Indiana Fever,2025,"$106,419.00",Buyout
DeWanna Bonner ,Indiana Fever,2025,"$72,269.00",Waived
Aari McDonald ,Indiana Fever,2025,"$6,459.00",Complete Hardship Contract
Jewell Loyd ,Las Vegas Aces,2025,"$249,032.00",Protected Veteran
A'ja Wilson ,Las Vegas Aces,2025,"$200,000.00",Protected Veteran
Chelsea Gray ,Las Vegas Aces,2025,"$196,267.00",Protected Veteran
Jackie Young ,Las Vegas Aces,2025,"$169,950.00",Protected Veteran
Kiah Stokes ,Las Vegas Aces,2025,"$103,000.00",Unprotected
Tiffany Mitchell ,Las Vegas Aces,2025,"$101,123.00",Unprotected
Megan Gustafson ,Las Vegas Aces,2025,"$96,820.00",Unprotected
Dana Evans ,Las Vegas Aces,2025,"$89,000.00",Protected Veteran
Kierstan Bell,Las Vegas Aces,2025,"$84,543.00",Protected Rookie Scale
Cheyenne Parker-Tyus ,Las Vegas Aces,2025,"$78,831.00",Pregnancy/Childbirth
Elizabeth Kitley ,Las Vegas Aces,2025,"$69,267.00",Unprotected
Aaliyah Nye ,Las Vegas Aces,2025,"$69,267.00",Unprotected
Joyner Holmes ,Las Vegas Aces,2025,"$61,607.00",Unprotected
Crystal Bradford ,Las Vegas Aces,2025,"$16,103.00",Waived
Dearica Hamby ,Los Angeles Sparks,2025,"$202,000.00",Protected Veteran
Kelsey Plum ,Los Angeles Sparks,2025,"$202,000.00",Protected Veteran
Azurá Stevens ,Los Angeles Sparks,2025,"$195,000.00",Protected Veteran
Mercedes Russell ,Los Angeles Sparks,2025,"$160,000.00",Unprotected
Odyssey Sims ,Los Angeles Sparks,2025,"$130,000.00",Unprotected
Rae Burrell ,Los Angeles Sparks,2025,"$125,000.00",Unprotected
Julie Allemand ,Los Angeles Sparks,2025,"$85,000.00",Temporary Suspension
Emma Cannon ,Los Angeles Sparks,2025,"$78,831.00",Unprotected
Cameron Brink ,Los Angeles Sparks,2025,"$78,066.00",Unprotected
Rickea Jackson ,Los Angeles Sparks,2025,"$78,066.00",Unprotected
Sarah Ashlee Barker ,Los Angeles Sparks,2025,"$72,455.00",Unprotected
Sania Feagin ,Los Angeles Sparks,2025,"$69,267.00",Unprotected
Liatu King ,Los Angeles Sparks,2025,"$47,894.00",Active Hardship Contract
Shey Peddy ,Los Angeles Sparks,2025,"$44,715.00",Active Hardship Contract
Grace Berger,Los Angeles Sparks,2025,"$1,666.00",Complete Hardship Contract
Napheesa Collier ,Minnesota Lynx,2025,"$214,284.00",Unprotected
Kayla McBride ,Minnesota Lynx,2025,"$205,000.00",Protected Veteran
Courtney Williams ,Minnesota Lynx,2025,"$180,000.00",Protected Veteran
Alanna Smith ,Minnesota Lynx,2025,"$150,000.00",Protected Veteran
Natisha Hiedeman ,Minnesota Lynx,2025,"$135,000.00",Protected Veteran
Bridget Carleton ,Minnesota Lynx,2025,"$125,000.00",Unprotected
Karlie Samuelson ,Minnesota Lynx,2025,"$118,450.00",Protected Veteran
Diamond Miller,Minnesota Lynx,2025,"$83,371.00",Unprotected
Jessica Shepard ,Minnesota Lynx,2025,"$78,831.00",Unprotected
Alissa Pili,Minnesota Lynx,2025,"$74,909.00",Unprotected
Dorka Juhasz,Minnesota Lynx,2025,N/A,Full-season Suspension
Anastasiia Olairi Kosu,Minnesota Lynx,2025,"$69,267.00",Unprotected
Maria Kliundikova,Minnesota Lynx,2025,"$54,418.00",Unprotected
Olivia Époupa,Minnesota Lynx,2025,N/A,Unrestriced Free Agent
Marième Badiane,Minnesota Lynx,2025,"$12,216.00",Waived
Breanna Stewart ,New York Liberty,2025,"$208,400.00",Protected Veteran
Sabrina Ionescu ,New York Liberty,2025,"$208,060.00",Unprotected
Natasha Cloud,New York Liberty,2025,"$200,000.00",Protected Veteran
Jonquel Jones,New York Liberty,2025,"$195,000.00",Protected Veteran
Betnijah Laney-Hamilton ,New York Liberty,2025,N/A,Full-season Suspension
Nyara Sabally,New York Liberty,2025,"$79,999.00",Unprotected
Kennedy Burke ,New York Liberty,2025,"$78,831.00",Unprotected
Isabelle Harrison ,New York Liberty,2025,"$78,831.00",Unprotected
Marquesha Davis,New York Liberty,2025,"$71,753.00",Unprotected
Leonie Fiebich,New York Liberty,2025,"$68,595.00",Temporary Suspension
Annika Soltau,New York Liberty,2025,N/A,Full-season Suspension
Raquel Carrera,New York Liberty,2025,N/A,Full-season Suspension
Seehia Ridard,New York Liberty,2025,N/A,Full-season Suspension
Rebekah Gardner,New York Liberty,2025,"$66,079.00",Unprotected
Marine Johannès,New York Liberty,2025,"$66,079.00",Unprotected
Jaylyn Sherrod,New York Liberty,2025,"$66,079.00",Unprotected
Ivana Dojkić ,New York Liberty,2025,N/A,Reserved Free Agent
Han Xu,New York Liberty,2025,N/A,Suspended Contract Expired
Kahleah Copper,Phoenix Mercury,2025,"$248,134.00",Protected Veteran
Satou Sabally ,Phoenix Mercury,2025,"$215,000.00",Protected Veteran
Alyssa Thomas,Phoenix Mercury,2025,"$215,000.00",Protected Veteran
Kalani Brown,Phoenix Mercury,2025,"$128,750.00",Protected Veteran
Sami Whitcomb ,Phoenix Mercury,2025,"$125,000.00",Unprotected
Kitija Laksa,Phoenix Mercury,2025,"$80,000.00",Protected Veteran
Helena Pueyo,Phoenix Mercury,2025,N/A,Full-season Suspension
Julia Ayrault,Phoenix Mercury,2025,N/A,Full-season Suspension
Lexi Held,Phoenix Mercury,2025,"$66,079.00",Unprotected
Monique Akoa Makani,Phoenix Mercury,2025,"$66,079.00",Unprotected
Natasha Mack,Phoenix Mercury,2025,"$66,079.00",Unprotected
Murjanatu Musa,Phoenix Mercury,2025,"$66,079.00",Unprotected
Kathryn Westbeld,Phoenix Mercury,2025,"$66,079.00",Unprotected
Megan McConnell,Phoenix Mercury,2025,"$56,084.00",Unprotected
Charisma Osborne,Phoenix Mercury,2025,N/A,Unrestriced Free Agent
Klara Lundquist,Phoenix Mercury,2025,N/A,Suspended Contract Expired
Sevgi Uzun,Phoenix Mercury,2025,"$11,106.00",Waived
Haley Jones ,Phoenix Mercury,2025,"$5,553.00",Complete Hardship Contract
Alexis Prince,Phoenix Mercury,2025,"$3,975.00",Waived
Gabby Williams ,Seattle Storm,2025,"$225,000.00",Protected Veteran
Skylar Diggins ,Seattle Storm,2025,"$214,466.00",Protected Veteran
Nneka Ogwumike ,Seattle Storm,2025,"$195,000.00",Protected Veteran
Ezi Magbegor ,Seattle Storm,2025,"$186,000.00",Protected Veteran
Alysha Clark ,Seattle Storm,2025,"$185,000.00",Unprotected
Lexie Brown ,Seattle Storm,2025,"$96,408.00",Protected Veteran
Katie Lou Samuelson ,Seattle Storm,2025,"$90,000.00",Unprotected
Dominique Malonga ,Seattle Storm,2025,"$78,831.00",Unprotected
Erica Wheeler ,Seattle Storm,2025,"$78,831.00",Unprotected
Jordan Horston ,Seattle Storm,2025,N/A,Full-season Suspension
Nika Muhl ,Seattle Storm,2025,N/A,Full-season Suspension
Zia Cooke ,Seattle Storm,2025,"$66,079.00",Unprotected
Mackenzie Holmes ,Seattle Storm,2025,"$48,865.00",Unprotected
Victoria Vivians ,Seattle Storm,2025,N/A,Unrestricted Free Agent
Brittney Sykes ,Washington Mystics,2025,"$195,000.00",Protected Veteran
Stefanie Dolson,Washington Mystics,2025,"$170,000.00",Protected Veteran
Shakira Austin,Washington Mystics,2025,"$91,981.00",Protected Rookie Scale
Sonia Citron,Washington Mystics,2025,"$78,831.00",Unprotected
Kiki Iriafen,Washington Mystics,2025,"$78,831.00",Unprotected
Sug Sutton,Washington Mystics,2025,"$78,831.00",Unprotected
Georgia Amoore,Washington Mystics,2025,"$75,643.00",Unprotected
Aaliyah Edwards,Washington Mystics,2025,"$74,909.00",Unprotected
Lucy Olsen,Washington Mystics,2025,"$69,267.00",Unprotected
Sika Koné,Washington Mystics,2025,"$66,710.00",Unprotected
Jade Melbourne ,Washington Mystics,2025,"$66,710.00",Unprotected
Emily Engstler,Washington Mystics,2025,"$66,079.00",Unprotected
Li Meng,Washington Mystics,2025,UFA,Unrestricted Free Agent
Bernadett Határ ,Washington Mystics,2025,Reserved,Reserved Free Agent
Brittney Griner ,Atlanta Dream,2026,N/A,Unrestricted Free Agent
Brionna Jones ,Atlanta Dream,2026,N/A,Unrestricted Free Agent
Jordin Canada ,Atlanta Dream,2026,N/A,Unrestricted Free Agent
Allisha Gray ,Atlanta Dream,2026,N/A,Unrestricted Free Agent
Nia Coffey ,Atlanta Dream,2026,N/A,Unrestricted Free Agent
Shatori Walker-Kimbrough ,Atlanta Dream,2026,N/A,Unrestricted Free Agent
Rhyne Howard ,Atlanta Dream,2026,N/A,Restricted Free Agent
Naz Hillmon ,Atlanta Dream,2026,N/A,Restricted Free Agent
Te-Hina Paopao ,Atlanta Dream,2026,"$70,653.00",Unprotected
Taylor Thierry ,Atlanta Dream,2026,"$67,401.00",Unprotected
Holly Winterburn,Atlanta Dream,2026,N/A,Suspended Contract Expired
Maya Caldwell ,Atlanta Dream,2026,N/A,Reserved Free Agent
Ariel Atkins ,Chicago Sky,2026,N/A,Unrestricted Free Agent
Courtney Vandersloot,Chicago Sky,2026,N/A,Unrestricted Free Agent
Rebecca Allen ,Chicago Sky,2026,N/A,Unrestricted Free Agent
Moriah Jefferson ,Chicago Sky,2026,N/A,Unrestricted Free Agent
Kia Nurse ,Chicago Sky,2026,N/A,Unrestricted Free Agent
Michaela Onyenwere ,Chicago Sky,2026,N/A,Unrestricted Free Agent
Elizabeth Williams ,Chicago Sky,2026,N/A,Unrestricted Free Agent
Rachel Banham ,Chicago Sky,2026,N/A,Unrestricted Free Agent
Kamilla Cardoso,Chicago Sky,2026,"$85,873.00",Unprotected
Angel Reese,Chicago Sky,2026,"$82,399.00",Unprotected
Hailey Van Lith,Chicago Sky,2026,"$73,905.00",Unprotected
Maddy Westbeld,Chicago Sky,2026,"$70,653.00",Unprotected
Marina Mabrey ,Connecticut Suns,2026,N/A,Unrestricted Free Agent
Tina Charles,Connecticut Suns,2026,N/A,Unrestricted Free Agent
Lindsay Allen ,Connecticut Suns,2026,N/A,Unrestricted Free Agent
Olivia Nelson-Ododa,Connecticut Suns,2026,N/A,Restricted Free Agent
Bria Hartley ,Connecticut Suns,2026,N/A,Unrestricted Free Agent
Haley Peters,Connecticut Suns,2026,N/A,Restricted Free Agent
Aneesah Morrow,Connecticut Suns,2026,"$77,156.00",Unprotected
Saniya Rivers,Connecticut Suns,2026,"$77,156.00",Unprotected
Jacy Sheldon,Connecticut Suns,2026,"$82,399.00",Unprotected
Leila Lacan,Connecticut Suns,2026,"$73,905.00",Unprotected
Rayah Marshall,Connecticut Suns,2026,"$70,653.00",Unprotected
Kariata Diaby,Connecticut Suns,2026,N/A,Reserved Free Agent
Jaelyn Brown,Connecticut Suns,2026,N/A,Reserved Free Agent
Diamond DeShields,Connecticut Suns,2026,N/A,Unrestricted Free Agent
Arike Ogunbowale ,Dallas Wings,2026,N/A,Unrestricted Free Agent
Myisha Hines-Allen ,Dallas Wings,2026,N/A,Unrestricted Free Agent
Teaira McCowan ,Dallas Wings,2026,N/A,Unrestricted Free Agent
DiJonai Carrington ,Dallas Wings,2026,N/A,Unrestricted Free Agent
Tyasha Harris ,Dallas Wings,2026,N/A,Unrestricted Free Agent
NaLyssa Smith,Dallas Wings,2026,N/A,Restricted Free Agent
Maddy Siegrist ,Dallas Wings,2026,"$94,740.00",Protected Rookie Scale
Lou Lopez Sénéchal ,Dallas Wings,2026,N/A,Suspended Contract Expired
Paige Bueckers,Dallas Wings,2026,"$80,408.00",Unprotected
Aziaha James,Dallas Wings,2026,"$73,905.00",Unprotected
JJ Quinerly,Dallas Wings,2026,"$67,401.00",Unprotected
Luisa Geiselsöder,Dallas Wings,2026,N/A,Reserved Free Agent
Li Yueru ,Dallas Wings,2026,N/A,Reserved Free Agent
Tiffany Hayes ,Golden State Valkyries,2026,N/A,Unrestricted Free Agent
Stephanie Talbot ,Golden State Valkyries,2026,N/A,Unrestricted Free Agent
Kayla Thornton ,Golden State Valkyries,2026,N/A,Unrestricted Free Agent
Monique Billings ,Golden State Valkyries,2026,N/A,Unrestricted Free Agent
Cecilia Zandalasini,Golden State Valkyries,2026,N/A,Restricted Free Agent
Temi Fagbenle,Golden State Valkyries,2026,N/A,Unrestricted Free Agent
Veronica Burton ,Golden State Valkyries,2026,N/A,Restricted Free Agent
Carla Leite,Golden State Valkyries,2026,"$73,905.00",Unprotected
Kate Martin,Golden State Valkyries,2026,"$75,456.00",Unprotected
Janelle Salaün,Golden State Valkyries,2026,N/A,Reserved Free Agent
Julie Vanloo,Golden State Valkyries,2026,N/A,Reserved Free Agent
Laeticia Amihere,Golden State Valkyries,2026,N/A,Reserved Free Agent
Chloe Bibby,Golden State Valkyries,2026,N/A,Reserved Free Agent
Kaitlyn Chen,Golden State Valkyries,2026,N/A,Reserved Free Agent
Bree Hall,Golden State Valkyries,2026,N/A,Reserved Free Agent
Kelsey Mitchell ,Indiana Fever,2026,N/A,Unrestricted Free Agent
Natasha Howard ,Indiana Fever,2026,N/A,Unrestricted Free Agent
Sophie Cunningham ,Indiana Fever,2026,N/A,Unrestricted Free Agent
Damiris Dantas ,Indiana Fever,2026,N/A,Unrestricted Free Agent
Sydney Colson,Indiana Fever,2026,N/A,Unrestricted Free Agent
Lexie Hull,Indiana Fever,2026,N/A,Restricted Free Agent
Brianna Turner ,Indiana Fever,2026,N/A,Unrestricted Free Agent
Aliyah Boston,Indiana Fever,2026,"$94,740.00",Protected Rookie Scale
Kristy Wallace,Indiana Fever,2026,N/A,Suspended Contract Expired
Caitlin Clark,Indiana Fever,2026,"$85,873.00",Unprotected
Makayla Timpson,Indiana Fever,2026,"$70,653.00",Unprotected
Aari McDonald ,Indiana Fever,2026,N/A,Unrestricted Free Agent
Jewell Loyd ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
A'ja Wilson ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Chelsea Gray ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Jackie Young ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Kiah Stokes ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Tiffany Mitchell ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Megan Gustafson ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Dana Evans ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Kierstan Bell,Las Vegas Aces,2026,N/A,Restricted Free Agent
Cheyenne Parker-Tyus ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Elizabeth Kitley ,Las Vegas Aces,2026,"$70,653.00",Unprotected
Aaliyah Nye ,Las Vegas Aces,2026,"$70,653.00",Unprotected
Joyner Holmes ,Las Vegas Aces,2026,N/A,Unrestricted Free Agent
Dearica Hamby ,Los Angeles Sparks,2026,N/A,Unrestricted Free Agent
Kelsey Plum ,Los Angeles Sparks,2026,N/A,Unrestricted Free Agent
Azurá Stevens ,Los Angeles Sparks,2026,N/A,Unrestricted Free Agent
Mercedes Russell ,Los Angeles Sparks,2026,N/A,Unrestricted Free Agent
Odyssey Sims ,Los Angeles Sparks,2026,N/A,Unrestricted Free Agent
Rae Burrell ,Los Angeles Sparks,2026,N/A,Reserved Free Agent
Julie Allemand ,Los Angeles Sparks,2026,N/A,Restricted Free Agent
Emma Cannon ,Los Angeles Sparks,2026,N/A,Unrestricted Free Agent
Cameron Brink ,Los Angeles Sparks,2026,"$85,873.00",Unprotected
Rickea Jackson ,Los Angeles Sparks,2026,"$85,873.00",Unprotected
Sarah Ashlee Barker ,Los Angeles Sparks,2026,"$73,905.00",Unprotected
Sania Feagin ,Los Angeles Sparks,2026,"$70,653.00",Unprotected
Napheesa Collier ,Minnesota Lynx,2026,N/A,Unrestricted Free Agent
Kayla McBride ,Minnesota Lynx,2026,N/A,Unrestricted Free Agent
Courtney Williams ,Minnesota Lynx,2026,N/A,Unrestricted Free Agent
Alanna Smith ,Minnesota Lynx,2026,N/A,Unrestricted Free Agent
Natisha Hiedeman ,Minnesota Lynx,2026,N/A,Unrestricted Free Agent
Bridget Carleton ,Minnesota Lynx,2026,N/A,Unrestricted Free Agent
Karlie Samuelson ,Minnesota Lynx,2026,N/A,Unrestricted Free Agent
Diamond Miller,Minnesota Lynx,2026,"$94,740.00",Protected Rookie Scale
Jessica Shepard ,Minnesota Lynx,2026,N/A,Unrestricted Free Agent
Alissa Pili,Minnesota Lynx,2026,"$82,399.00",Unprotected
Dorka Juhasz,Minnesota Lynx,2026,"$83,248.00",Protected Rookie Scale
Anastasiia Olairi Kosu,Minnesota Lynx,2026,"$70,653.00",Unprotected
Maria Kliundikova,Minnesota Lynx,2026,N/A,Reserved Free Agent
Breanna Stewart ,New York Liberty,2026,N/A,Unrestricted Free Agent
Sabrina Ionescu ,New York Liberty,2026,N/A,Unrestricted Free Agent
Natasha Cloud,New York Liberty,2026,N/A,Unrestricted Free Agent
Jonquel Jones,New York Liberty,2026,N/A,Unrestricted Free Agent
Betnijah Laney-Hamilton ,New York Liberty,2026,N/A,Suspended Contract Expired
Nyara Sabally,New York Liberty,2026,"$90,908.00",Protected Rookie Scale
Kennedy Burke ,New York Liberty,2026,N/A,Unrestricted Free Agent
Isabelle Harrison ,New York Liberty,2026,N/A,Unrestricted Free Agent
Marquesha Davis,New York Liberty,2026,"$78,929.00",Unprotected
Leonie Fiebich,New York Liberty,2026,"$75,456.00",Unprotected
Annika Soltau,New York Liberty,2026,N/A,Suspended Contract Expired
Raquel Carrera,New York Liberty,2026,N/A,Suspended Contract Expired
Seehia Ridard,New York Liberty,2026,N/A,Suspended Contract Expired
Rebekah Gardner,New York Liberty,2026,N/A,Reserved Free Agent
Marine Johannès,New York Liberty,2026,N/A,Reserved Free Agent
Jaylyn Sherrod,New York Liberty,2026,N/A,Reserved Free Agent
Kahleah Copper,Phoenix Mercury,2026,N/A,Unrestricted Free Agent
Satou Sabally ,Phoenix Mercury,2026,N/A,Unrestricted Free Agent
Alyssa Thomas,Phoenix Mercury,2026,N/A,Unrestricted Free Agent
Kalani Brown,Phoenix Mercury,2026,"$132,500.00",Protected Veteran
Sami Whitcomb ,Phoenix Mercury,2026,N/A,Unrestricted Free Agent
Kitija Laksa,Phoenix Mercury,2026,N/A,Reserved Free Agent
Helena Pueyo,Phoenix Mercury,2026,N/A,Suspended Contract Expired
Julia Ayrault,Phoenix Mercury,2026,N/A,Suspended Contract Expired
Lexi Held,Phoenix Mercury,2026,N/A,Reserved Free Agent
Monique Akoa Makani,Phoenix Mercury,2026,N/A,Reserved Free Agent
Natasha Mack,Phoenix Mercury,2026,N/A,Reserved Free Agent
Murjanatu Musa,Phoenix Mercury,2026,N/A,Reserved Free Agent
Kathryn Westbeld,Phoenix Mercury,2026,N/A,Reserved Free Agent
Megan McConnell,Phoenix Mercury,2026,N/A,Reserved Free Agent
Gabby Williams ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Skylar Diggins ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Nneka Ogwumike ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Ezi Magbegor ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Alysha Clark ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Lexie Brown ,Seattle Storm,2026,"$98,818.00",Protected Veteran
Katie Lou Samuelson ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Dominique Malonga ,Seattle Storm,2026,"$80,408.00",Unprotected
Erica Wheeler ,Seattle Storm,2026,N/A,Unrestricted Free Agent
Jordan Horston ,Seattle Storm,2026,"$87,080.00",Protected Rookie Scale
Nika Muhl ,Seattle Storm,2026,"$75,456.00",Unprotected
Zia Cooke ,Seattle Storm,2026,N/A,Reserved Free Agent
Mackenzie Holmes ,Seattle Storm,2026,N/A,Reserved Free Agent
Brittney Sykes ,Washington Mystics,2026,N/A,Unrestricted Free Agent
Stefanie Dolson,Washington Mystics,2026,N/A,Unrestricted Free Agent
Shakira Austin,Washington Mystics,2026,N/A,Restricted Free Agent
Sonia Citron,Washington Mystics,2026,"$80,408.00",Unprotected
Kiki Iriafen,Washington Mystics,2026,"$80,408.00",Unprotected
Sug Sutton,Washington Mystics,2026,N/A,Restricted Free Agent
Georgia Amoore,Washington Mystics,2026,"$77,156.00",Unprotected
Aaliyah Edwards,Washington Mystics,2026,"$82,399.00",Unprotected
Lucy Olsen,Washington Mystics,2026,"$70,653.00",Unprotected
Sika Koné,Washington Mystics,2026,N/A,Unrestricted Free Agent
Jade Melbourne ,Washington Mystics,2026,N/A,Unrestricted Free Agent
Emily Engstler,Washington Mystics,2026,N/A,Reserved Free Agent